%% YOUR COMMENTS %%%%%%%%%%%%%%%%%%%%%%%
Fase 2 500 paletes layout 1
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
Checking ampl.mod for gurobi_options...
Checking ampl.com for gurobi_options...
Executing AMPL.
processing data.
processing commands.
Executing on prod-exec-1.neos-server.org

226000 variables, all binary
952 constraints, all linear; 452000 nonzeros
	452 equality constraints
	500 inequality constraints
1 linear objective; 219500 nonzeros.

Gurobi 8.1.0: threads=4
Gurobi 8.1.0: optimal solution; objective 167516
172879 simplex iterations
1135 branch-and-cut nodes
:        _varname[j]  _var[j]    :=
201552   'x[404,52]'      1
202052   'x[405,52]'      1
202553   'x[406,53]'      1
203052   'x[407,52]'      1
203552   'x[408,52]'      1
204053   'x[409,53]'      1
204553   'x[410,53]'      1
205053   'x[411,53]'      1
205569   'x[412,69]'      1
206069   'x[413,69]'      1
206569   'x[414,69]'      1
207069   'x[415,69]'      1
207591   'x[416,91]'      1
208091   'x[417,91]'      1
208595   'x[418,95]'      1
209091   'x[419,91]'      1
209595   'x[420,95]'      1
210095   'x[421,95]'      1
210595   'x[422,95]'      1
211084   'x[423,84]'      1
211584   'x[424,84]'      1
212091   'x[425,91]'      1
212584   'x[426,84]'      1
213084   'x[427,84]'      1
213622   'x[428,122]'     1
214108   'x[429,108]'     1
214604   'x[430,104]'     1
215104   'x[431,104]'     1
215616   'x[432,116]'     1
216104   'x[433,104]'     1
216622   'x[434,122]'     1
217116   'x[435,116]'     1
217608   'x[436,108]'     1
218116   'x[437,116]'     1
218622   'x[438,122]'     1
219108   'x[439,108]'     1
219604   'x[440,104]'     1
220116   'x[441,116]'     1
220608   'x[442,108]'     1
221122   'x[443,122]'     1
221623   'x[444,123]'     1
222123   'x[445,123]'     1
222623   'x[446,123]'     1
223123   'x[447,123]'     1
223633   'x[448,133]'     1
224133   'x[449,133]'     1
224632   'x[450,132]'     1
225133   'x[451,133]'     1
225633   'x[452,133]'     1
;

:_varname[j] _var[j]    :=
;
